0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,target
1.331586504129518,0.7152789743984055,-1.5454002921112682,-0.008383849928522256,0.6213359738904805,-0.7200855607188968,0.2655115856921195,0.10854852571496944,0.004291430934033236,-0.17460021059294129,1,1,2,0,2,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0.433026189953598,1.203037373812212,-0.9650656705167633,1.028274077982704,0.2286301301246597,0.44513761283034786,-1.1366022118310442,0.1351368784486355,1.4845370018365822,-1.079804885785276,1,3,2,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
-1.977728280657907,-1.7433722958989073,0.266070164000551,2.384967330711097,1.1236912534094234,1.6726222133078277,0.09914921583524362,1.3979963770935753,-0.2712479879657808,0.6132041848596391,2,0,3,1,3,2,0,1,0,2,0,1,1,1,0,0,1,0,0,0,2
-0.26731718867356863,-0.5493090141054789,0.1327082957599512,-0.4761420149273371,1.3084730808634777,0.1950132792330928,0.4002099882523482,-0.337632337085531,1.2564722637551555,-0.7319695020012079,4,1,0,0,1,1,2,0,2,4,0,0,0,0,0,0,1,1,0,0,2
0.6602315512263132,-0.3508718914398713,-0.9394333597625512,-0.4893372168846516,-0.8045911422699545,-0.21269763871051175,-0.3391402460634347,0.3121699363132221,0.5651526696566274,-0.14742025772701986,3,3,0,1,0,3,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0
-0.02590533681618617,0.28909420380393497,-0.5398790713327012,0.7081600199266035,0.8422247383826557,0.20358079732747866,2.3947036648845352,0.9174589375104293,-0.11227247119416003,-0.36218044714224007,0,1,1,1,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1
-0.23218225594409092,-0.5017288995948672,1.1287851531098774,-0.6978100304717146,-0.08112218381694614,-0.5292960809994882,1.0461828568082643,-1.4185560292233947,-0.3624991831556408,-0.1219056911618885,2,1,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0.319356421091224,0.4609029016717183,-0.21578989233052187,0.9890724574994391,0.3147537788117336,2.467651056434603,-1.5083214871632158,0.6206006630086133,-1.0451325375144376,-0.7980088176722442,2,0,1,2,2,1,2,1,2,0,0,0,0,1,0,0,1,1,0,0,0
1.9850845914257311,1.7448141483393012,-1.856185480611148,-0.22277369910299966,-0.06584784771120117,-2.131712108481604,-0.04883051133875307,0.39334121708173975,0.2172651451180396,-1.9943937697410574,0,3,2,0,0,0,3,1,3,1,0,0,1,0,0,0,0,1,0,0,2
1.1077082347826497,0.2445439766479897,-0.061912029492404284,-0.7538929607476993,0.7119590165198396,0.9182691514794155,-0.482093138835479,0.08958761258951613,0.8269986226622651,-1.9545121200015052,0,1,0,0,0,2,0,1,2,1,0,1,0,0,0,1,1,1,1,0,2
